variant,seed,success,boxes,num_boxes,failure,mission_time_s,path_m,energy_wh,regen_wh,final_soc,terminal_v,max_cell_temp,soc_spread,nmpc_mean_ms,nmpc_p99_ms,nmpc_solves,switches,astar_replans,recoveries,collisions,wedge_escapes,corridor_narrow_s,corridor_class
no_energy,1023,1,3,3,none,139.44,24.2,89.8008,0.4202,52.99,26.196,25.69,0.374,27.65,46.87,159,21,137,6,0,0,4.51,open
no_energy,1024,1,3,3,none,130.14,22.844,84.1268,0.4879,54.08,26.205,25.67,0.35,27.43,46.87,159,16,72,2,0,0,4.41,open
no_energy,1025,1,3,3,none,130.55,23.428,84.5362,0.4519,53.99,26.205,25.67,0.352,25.89,46.86,161,20,183,4,0,0,4.26,open
no_energy,1026,1,3,3,none,130.32,23.343,84.571,0.4413,53.99,26.204,25.67,0.352,26.6,31.32,159,18,101,4,0,0,4.0,open
no_energy,1027,1,3,3,none,131.63,23.208,85.2491,0.4563,53.86,26.203,25.67,0.355,28.55,46.87,168,20,161,4,0,0,4.56,open
no_energy,1028,1,3,3,none,117.94,21.542,75.8763,0.4067,55.64,26.218,25.67,0.316,28.46,46.87,158,11,86,0,0,0,3.82,open
no_energy,1029,1,3,3,none,130.61,22.497,83.4898,0.3436,54.19,26.211,25.67,0.348,27.39,46.87,139,14,115,2,0,0,4.57,dead_end
no_energy,1030,1,3,3,none,149.93,24.733,96.9531,0.4338,51.63,26.186,25.67,0.404,27.68,46.87,156,15,172,7,0,0,4.42,open
no_energy,1031,1,3,3,none,127.22,23.282,82.0927,0.449,54.46,26.208,25.67,0.342,27.02,46.87,158,14,110,4,0,0,4.27,open
no_energy,1032,1,3,3,none,132.54,23.37,85.1294,0.3936,53.88,26.204,25.67,0.354,28.56,46.88,144,13,159,4,0,0,4.05,open
no_energy,1033,1,3,3,none,145.88,24.114,94.3136,0.4394,52.13,26.189,25.71,0.393,26.93,46.87,170,18,108,7,0,0,3.88,open
no_energy,1034,1,3,3,none,132.72,22.845,85.0817,0.434,53.89,26.204,25.67,0.354,28.61,46.87,150,12,139,2,0,0,4.31,open
